RetailCategoryName,ProductName,TransactionDate,Store Name,Scoring Type,Scoring Value,Sum of #SalesAmount,Sum of #SalesQuantity
Men's Shirts,Mens Striped Polo,2016-10-03 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-04 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-04 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-04 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-05 12:00:00,Austin,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-06 12:00:00,Tysons Corner,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-07 12:00:00,Chicago,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-07 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-07 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-07 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-07 12:00:00,San Diego,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-08 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-08 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-09 12:00:00,Austin,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-09 12:00:00,Austin,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-09 12:00:00,Houston,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-09 12:00:00,Austin,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-09 12:00:00,Seattle,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-10 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-10 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-10 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-11 12:00:00,Chicago,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-11 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-11 12:00:00,Chicago,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-11 12:00:00,Costa Mesa,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-11 12:00:00,Miami,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-11 12:00:00,San Diego,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-12 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-12 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-14 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-14 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-17 12:00:00,Atlanta,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-17 12:00:00,Atlanta,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-18 12:00:00,Columbia,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-18 12:00:00,Columbia,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-18 12:00:00,Columbia,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-18 12:00:00,Columbia,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-19 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-22 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-22 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-23 12:00:00,Chicago,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-23 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-23 12:00:00,Scottsdale,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-23 12:00:00,Chicago,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-24 12:00:00,Seattle,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-24 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-25 12:00:00,Austin,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-25 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-26 12:00:00,Miami,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-26 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-26 12:00:00,Miami,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-26 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-26 12:00:00,Miami,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-27 12:00:00,Scottsdale,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-28 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-28 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-28 12:00:00,Seattle,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-28 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-28 12:00:00,Philadelphia,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-10-28 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-29 12:00:00,Atlanta,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-10-29 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-29 12:00:00,Houston,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-29 12:00:00,Houston,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-10-29 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-10-31 12:00:00,New York,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-01 12:00:00,Cambridge,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-01 12:00:00,Atlanta,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-01 12:00:00,Cambridge,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-01 12:00:00,New York,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-02 12:00:00,Columbia,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-02 12:00:00,Tysons Corner,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-02 12:00:00,Atlantic City,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-02 12:00:00,Tysons Corner,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-03 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-03 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-05 12:00:00,Austin,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-05 12:00:00,Cambridge,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-05 12:00:00,Cambridge,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-05 12:00:00,Cambridge,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-06 12:00:00,Tysons Corner,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-06 12:00:00,Columbia,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-07 12:00:00,Chicago,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-07 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-07 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-07 12:00:00,Chicago,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-07 12:00:00,San Diego,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-08 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-08 12:00:00,Scottsdale,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-09 12:00:00,Houston,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-09 12:00:00,Austin,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-11 12:00:00,Costa Mesa,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-11 12:00:00,Miami,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-11 12:00:00,Miami,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-11 12:00:00,San Diego,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-12 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-12 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-12 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-13 12:00:00,Seattle,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-13 12:00:00,Houston,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-13 12:00:00,Philadelphia,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-13 12:00:00,Philadelphia,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-13 12:00:00,Seattle,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-13 12:00:00,Seattle,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-14 12:00:00,Atlantic City,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-14 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-14 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-15 12:00:00,Costa Mesa,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-16 12:00:00,New York,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-17 12:00:00,Tysons Corner,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-17 12:00:00,Tysons Corner,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-17 12:00:00,Philadelphia,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-18 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-18 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-18 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-18 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-21 12:00:00,Austin,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-22 12:00:00,Columbia,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-22 12:00:00,Columbia,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-22 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-22 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-22 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-23 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-23 12:00:00,Scottsdale,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-23 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-23 12:00:00,Scottsdale,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-25 12:00:00,Houston,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-26 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-26 12:00:00,Bellevue,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-26 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-26 12:00:00,Bellevue,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-27 12:00:00,Chicago,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-27 12:00:00,Chicago,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-28 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-28 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-28 12:00:00,Philadelphia,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-29 12:00:00,Atlanta,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-11-29 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-29 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-29 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-11-29 12:00:00,Atlanta,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-11-30 12:00:00,Atlantic City,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-11-30 12:00:00,Miami,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-01 12:00:00,Cambridge,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-01 12:00:00,New York,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-01 12:00:00,New York,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-02 12:00:00,Atlantic City,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-03 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-03 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-04 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-04 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-04 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-07 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-07 12:00:00,San Diego,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-08 12:00:00,Scottsdale,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-08 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-08 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-08 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-08 12:00:00,Scottsdale,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-09 12:00:00,Austin,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-09 12:00:00,Seattle,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-09 12:00:00,Austin,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-09 12:00:00,Seattle,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-09 12:00:00,Houston,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-09 12:00:00,Seattle,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-09 12:00:00,Austin,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-10 12:00:00,Bellevue,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-10 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-10 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-10 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-11 12:00:00,Miami,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-11 12:00:00,Costa Mesa,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-12 12:00:00,New York,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-12 12:00:00,Scottsdale,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-12 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-12 12:00:00,New York,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-12 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-12 12:00:00,Scottsdale,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-12 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-12 12:00:00,Scottsdale,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-13 12:00:00,Houston,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-13 12:00:00,Seattle,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-13 12:00:00,Houston,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-14 12:00:00,Atlantic City,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-15 12:00:00,Costa Mesa,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-15 12:00:00,Costa Mesa,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-15 12:00:00,Miami,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-17 12:00:00,Cambridge,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-17 12:00:00,Atlanta,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-17 12:00:00,Atlanta,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-18 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-18 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-18 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-18 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-18 12:00:00,Columbia,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-18 12:00:00,Oak Brook,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-19 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-19 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-19 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-19 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-21 12:00:00,Tysons Corner,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-21 12:00:00,Tysons Corner,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-22 12:00:00,Columbia,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-22 12:00:00,San Diego,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-22 12:00:00,Columbia,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-22 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-22 12:00:00,Columbia,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-22 12:00:00,Lone Tree,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-23 12:00:00,Chicago,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-23 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-23 12:00:00,Chicago,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-23 12:00:00,Chicago,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-23 12:00:00,Los Angeles,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-24 12:00:00,Seattle,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-24 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-25 12:00:00,Houston,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-26 12:00:00,San Diego,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-26 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-26 12:00:00,Miami,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-26 12:00:00,San Diego,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-26 12:00:00,Bellevue,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-26 12:00:00,Miami,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-27 12:00:00,Costa Mesa,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-27 12:00:00,New York,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-27 12:00:00,Chicago,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-27 12:00:00,New York,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-27 12:00:00,New York,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-28 12:00:00,Philadelphia,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-28 12:00:00,Seattle,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-28 12:00:00,Cincinnati,SalesScore,BAD,49.99,1
Men's Shirts,Mens Striped Polo,2016-12-28 12:00:00,Philadelphia,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-28 12:00:00,Philadelphia,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-29 12:00:00,Houston,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-29 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-29 12:00:00,Atlanta,SalesScore,BAD,49.99,1
Women's Shirts,Womens Striped Polo,2016-12-29 12:00:00,Santa Clara,SalesScore,BAD,49.99,1
Men's Pants,Mens Mesh Lined Pants,2016-12-30 12:00:00,Atlantic City,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-30 12:00:00,Atlantic City,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-30 12:00:00,Miami,SalesScore,BAD,49.99,1
Women's Pants,Womens Mesh Lined Pants,2016-12-31 12:00:00,Costa Mesa,SalesScore,BAD,49.99,1
Children's Shirts,Girls Athletic Tank Top,2015-01-05 12:00:00,Cambridge,#OrdersScore,BAD,49.980000000000004,2
Children's Shirts,Girls Athletic Tank Top,2015-01-05 12:00:00,Cambridge,SalesScore,BAD,49.980000000000004,2
Men's Shirts,Mens Cotton Tanktop,2015-01-01 12:00:00,Atlanta,#OrdersScore,BAD,49.98,2
Women's Shirts,Womens Cotton Tanktop,2015-01-06 12:00:00,Columbia,#OrdersScore,BAD,49.98,2
Women's Shirts,Womens Cotton Tanktop,2015-01-09 12:00:00,Austin,#OrdersScore,BAD,49.98,2
Men's Hats,Mens Adjustable Cap,2015-01-10 12:00:00,Santa Clara,#OrdersScore,BAD,49.98,2
Children's Shirts,Girls Athletic Tank Top,2015-01-11 12:00:00,Chicago,#OrdersScore,BAD,49.98,2
Children's Shirts,Girls Athletic Tank Top,2015-01-13 12:00:00,Seattle,#OrdersScore,BAD,49.98,2
Men's Hats,Mens Adjustable Cap,2015-01-13 12:00:00,Philadelphia,#OrdersScore,BAD,49.98,2
Men's Hats,Mens Adjustable Cap,2015-01-14 12:00:00,Bellevue,#OrdersScore,BAD,49.98,2
Women's Shirts,Womens Cotton Tanktop,2015-01-14 12:00:00,Bellevue,#OrdersScore,BAD,49.98,2
Men's Hats,Mens Adjustable Cap,2015-01-18 12:00:00,Lone Tree,#OrdersScore,BAD,49.98,2
Men's Shirts,Mens Cotton Tanktop,2015-01-22 12:00:00,Columbia,#OrdersScore,BAD,49.98,2
Men's Shirts,Mens Cotton Tanktop,2015-01-23 12:00:00,Chicago,#OrdersScore,BAD,49.98,2
Children's Shirts,Girls Athletic Tank Top,2015-01-27 12:00:00,Chicago,#OrdersScore,BAD,49.98,2
